source,target_candidate,tk_path_value,source_address,source_product,source_est_date,source_capital,source_bank,source_shareholder,source_firm_title,tk_address,tk_product,tk_est_date,tk_capital,tk_bank,tk_shareholder,tk_truth,tk_firm_title,pr_natural_text,tk_natural_text
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/1015.png,matched_tk_path_0,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0054_1_15_0_7579.png,金沢市二口町ホ63電金沢(㋡2081・5986,蛇籠・金網製造,昭和18年12月,300万円(昭和28年7月),北陸(尾張町)・福井・三和(各金澤),"山田芳夫13,600信之10,625重雄5,725芳弘4,900辰太郞4,450登代藏1,800榮吉1,800弘1,775謙三1,775時男1,700,600文吉1",金沢金網,"中央區日本橋江戶橋二一	ノ一〇電代表三局七",金融業,昭和廿五年十一月,六億圓,神戶へ日本橋、,株主數一九、〇〇〇一鈴木誠也七〇、〇〇〇株,0,鈴ヤ金融,金沢金網は、昭和18年12月に設立された歴史ある日本の企業です。同社は蛇籠・金網製造を提供しています。この会社の資本金は約300万円(昭和28年7月)です。この会社の取引銀行には、北陸(尾張町)・福井・三和(各金澤)が含まれています。さらに、この会社は金沢市二口町ホ63電金沢(㋡2081・5986にあります。,"鈴ヤ金融は、昭和廿五年十一月に設立された歴史ある日本の企業です。同社は金融業を提供しています。この会社の資本金は約六億圓です。この会社の取引銀行には、神戶へ日本橋、が含まれています。さらに、この会社は中央區日本橋江戶橋二一	ノ一〇電代表三局七にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/1015.png,matched_tk_path_1,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0205_4_13_0_40170.png,金沢市二口町ホ63電金沢(㋡2081・5986,蛇籠・金網製造,昭和18年12月,300万円(昭和28年7月),北陸(尾張町)・福井・三和(各金澤),"山田芳夫13,600信之10,625重雄5,725芳弘4,900辰太郞4,450登代藏1,800榮吉1,800弘1,775謙三1,775時男1,700,600文吉1",金沢金網,"名古屋市中村區大正町一	ノ五一	電圄局四一五五",家庭用金網器物製造,昭和廿五年七月,百萬圓三萬株一,三菱中村く,株主數三五く鈴木由右衞門二、三〇〇株,0,三鈴金網一,金沢金網は、昭和18年12月に設立された歴史ある日本の企業です。同社は蛇籠・金網製造を提供しています。この会社の資本金は約300万円(昭和28年7月)です。この会社の取引銀行には、北陸(尾張町)・福井・三和(各金澤)が含まれています。さらに、この会社は金沢市二口町ホ63電金沢(㋡2081・5986にあります。,"三鈴金網一は、昭和廿五年七月に設立された歴史ある日本の企業です。同社は家庭用金網器物製造を提供しています。この会社の資本金は約百萬圓三萬株一です。この会社の取引銀行には、三菱中村くが含まれています。さらに、この会社は名古屋市中村區大正町一	ノ五一	電圄局四一五五にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/1015.png,matched_tk_path_2,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0198_1_1_2_38542.png,金沢市二口町ホ63電金沢(㋡2081・5986,蛇籠・金網製造,昭和18年12月,300万円(昭和28年7月),北陸(尾張町)・福井・三和(各金澤),"山田芳夫13,600信之10,625重雄5,725芳弘4,900辰太郞4,450登代藏1,800榮吉1,800弘1,775謙三1,775時男1,700,600文吉1",金沢金網,"蒲郡市小洱町西港六五	電蒲郡三六四六",綿スㇷ織物製造販賣,昭秬廿三年十一月,五百二士萬圓,大和へ蒲郡〇,へ株主數三七く鈴木きん一二、〇〇〇株鈴木一九、〇〇〇株,0,鈴水織物,金沢金網は、昭和18年12月に設立された歴史ある日本の企業です。同社は蛇籠・金網製造を提供しています。この会社の資本金は約300万円(昭和28年7月)です。この会社の取引銀行には、北陸(尾張町)・福井・三和(各金澤)が含まれています。さらに、この会社は金沢市二口町ホ63電金沢(㋡2081・5986にあります。,"鈴水織物は、昭秬廿三年十一月に設立された歴史ある日本の企業です。同社は綿スㇷ織物製造販賣を提供しています。この会社の資本金は約五百二士萬圓です。この会社の取引銀行には、大和へ蒲郡〇が含まれています。さらに、この会社は蒲郡市小洱町西港六五	電蒲郡三六四六にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/1015.png,matched_tk_path_3,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0185_3_15_3_35594.png,金沢市二口町ホ63電金沢(㋡2081・5986,蛇籠・金網製造,昭和18年12月,300万円(昭和28年7月),北陸(尾張町)・福井・三和(各金澤),"山田芳夫13,600信之10,625重雄5,725芳弘4,900辰太郞4,450登代藏1,800榮吉1,800弘1,775謙三1,775時男1,700,600文吉1",金沢金網,"橫濱市中區海岸通三ノ九	電二局一五七一く五",倉厙業及海陸運送荷役,昭机廿二年十二月,一儃闐,興銀𠆢本店〇住友、三井東京以上各構濱第,鈴江・繁一三九、四三六株鈴江强一二、二四〇株,0,鈴江組倉庫,金沢金網は、昭和18年12月に設立された歴史ある日本の企業です。同社は蛇籠・金網製造を提供しています。この会社の資本金は約300万円(昭和28年7月)です。この会社の取引銀行には、北陸(尾張町)・福井・三和(各金澤)が含まれています。さらに、この会社は金沢市二口町ホ63電金沢(㋡2081・5986にあります。,"鈴江組倉庫は、昭机廿二年十二月に設立された歴史ある日本の企業です。同社は倉厙業及海陸運送荷役を提供しています。この会社の資本金は約一儃闐です。この会社の取引銀行には、興銀𠆢本店〇住友、三井東京以上各構濱第が含まれています。さらに、この会社は橫濱市中區海岸通三ノ九	電二局一五七一く五にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/1015.png,matched_tk_path_4,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0205_5_10_1_40209.png,金沢市二口町ホ63電金沢(㋡2081・5986,蛇籠・金網製造,昭和18年12月,300万円(昭和28年7月),北陸(尾張町)・福井・三和(各金澤),"山田芳夫13,600信之10,625重雄5,725芳弘4,900辰太郞4,450登代藏1,800榮吉1,800弘1,775謙三1,775時男1,700,600文吉1",金沢金網,"中島郡稻澤町稻澤	圃稻澤一〇",毛織物製造,大正十二年五月,二百五十萬圓へ五萬株,東海へ稻澤〇住友一宮富士名古屋〇,へ株主數二五〇水谷千枝子,0,水谷毛織一,金沢金網は、昭和18年12月に設立された歴史ある日本の企業です。同社は蛇籠・金網製造を提供しています。この会社の資本金は約300万円(昭和28年7月)です。この会社の取引銀行には、北陸(尾張町)・福井・三和(各金澤)が含まれています。さらに、この会社は金沢市二口町ホ63電金沢(㋡2081・5986にあります。,"水谷毛織一は、大正十二年五月に設立された歴史ある日本の企業です。同社は毛織物製造を提供しています。この会社の資本金は約二百五十萬圓へ五萬株です。この会社の取引銀行には、東海へ稻澤〇住友一宮富士名古屋〇が含まれています。さらに、この会社は中島郡稻澤町稻澤	圃稻澤一〇にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/1033.png,matched_tk_path_0,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0033_2_2_1_3114.png,東京都墨田区隅田町4一194電城東(68)5181一3,ゴム引布玩具及自動車用ゴム製造販賣,昭和23年1月,"1,000万円(昭和27年11月)",,"安田火災海上20,000田火災海上20,000健治郞13,500弘00道12,000新一郞12,0",鐘ケ淵ゴム工業,"墨田區隅田町四ノ一九四	電六八局五一八一く三",ゴㇺ引布玩具及自動車用ゴㇺ製造販賣,昭和廿三年一月,一千萬圓,,へ株主數一五く安田火災海上二〇、〇〇〇株千代田火災海上二〇、〇〇〇株川口健治郞一三、五〇〇株大澤弘道一二、〇〇〇株川口新一郞一二、〇〇〇株,1,鐘ヶ淵ゴㇺエ業,鐘ケ淵ゴム工業は、昭和23年1月に設立された日本の企業です。この会社は東京都墨田区隅田町4一194電城東(68)5181一3にあります。,"鐘ヶ淵ゴㇺエ業は、昭和廿三年一月に設立された日本の企業です。この会社は墨田區隅田町四ノ一九四	電六八局五一八一く三にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/1033.png,matched_tk_path_1,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0033_2_3_0_3116.png,東京都墨田区隅田町4一194電城東(68)5181一3,ゴム引布玩具及自動車用ゴム製造販賣,昭和23年1月,"1,000万円(昭和27年11月)",,"安田火災海上20,000田火災海上20,000健治郞13,500弘00道12,000新一郞12,0",鐘ケ淵ゴム工業,"墨田區隅田町三ノ六〇九	電六八局三六三、六六七〇",纎維染色加工防水,昭和卅年十二月,百萬圓三千株く,東武信金へ向島く常磐相互千住レ,へ株主數八く瀧澤逸平瀧澤良仁,0,鐘ヶ淵染色ェ業,鐘ケ淵ゴム工業は、昭和23年1月に設立された日本の企業です。この会社は東京都墨田区隅田町4一194電城東(68)5181一3にあります。,"鐘ヶ淵染色ェ業は、昭和卅年十二月に設立された歴史ある日本の企業です。同社は纎維染色加工防水を提供しています。この会社の資本金は約百萬圓三千株くです。この会社の取引銀行には、東武信金へ向島く常磐相互千住レが含まれています。さらに、この会社は墨田區隅田町三ノ六〇九	電六八局三六三、六六七〇にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/1033.png,matched_tk_path_2,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0033_2_3_1_3117.png,東京都墨田区隅田町4一194電城東(68)5181一3,ゴム引布玩具及自動車用ゴム製造販賣,昭和23年1月,"1,000万円(昭和27年11月)",,"安田火災海上20,000田火災海上20,000健治郞13,500弘00道12,000新一郞12,0",鐘ケ淵ゴム工業,"墨田區隅田町三ノ四二八	電六八局三六六四",㐅ㇼヤス製造卸賣,昭和廿三年十月,百五十萬圓匚萬五千株〇,富士、住友各葛飾ン,株主數一四く眞々田英次郞四、〇〇〇株,0,鐘ケ淵莫大小工,鐘ケ淵ゴム工業は、昭和23年1月に設立された日本の企業です。この会社は東京都墨田区隅田町4一194電城東(68)5181一3にあります。,"鐘ケ淵莫大小工は、昭和廿三年十月に設立された歴史ある日本の企業です。同社は㐅ㇼヤス製造卸賣を提供しています。この会社の資本金は約百五十萬圓匚萬五千株〇です。この会社の取引銀行には、富士、住友各葛飾ンが含まれています。さらに、この会社は墨田區隅田町三ノ四二八	電六八局三六六四にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/1033.png,matched_tk_path_3,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0033_2_2_2_3115.png,東京都墨田区隅田町4一194電城東(68)5181一3,ゴム引布玩具及自動車用ゴム製造販賣,昭和23年1月,"1,000万円(昭和27年11月)",,"安田火災海上20,000田火災海上20,000健治郞13,500弘00道12,000新一郞12,0",鐘ケ淵ゴム工業,"港區芝新橋四ノ二四	電四三局三四〇六",鐵銅眞鍮引伸製仵,昭和四年二月,百萬圓へ五萬株く,三菱雷門三和大和各京橋〇,株主數一四、吉田勇次郞一〇丶二八〇株,0,鐘ケ淵伸鐵所,鐘ケ淵ゴム工業は、昭和23年1月に設立された日本の企業です。この会社は東京都墨田区隅田町4一194電城東(68)5181一3にあります。,"鐘ケ淵伸鐵所は、昭和四年二月に設立された歴史ある日本の企業です。同社は鐵銅眞鍮引伸製仵を提供しています。この会社の資本金は約百萬圓へ五萬株くです。この会社の取引銀行には、三菱雷門三和大和各京橋〇が含まれています。さらに、この会社は港區芝新橋四ノ二四	電四三局三四〇六にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/1033.png,matched_tk_path_4,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0117_4_2_0_20333.png,東京都墨田区隅田町4一194電城東(68)5181一3,ゴム引布玩具及自動車用ゴム製造販賣,昭和23年1月,"1,000万円(昭和27年11月)",,"安田火災海上20,000田火災海上20,000健治郞13,500弘00道12,000新一郞12,0",鐘ケ淵ゴム工業,"東成區中道町四ノ三九	電七五局九三四三",各種金屬鍍金,昭和廿六年三月,百萬圓匚一萬株く,三菱、住友各へ各今刁里〇,,0,緖方鍍金エ業,鐘ケ淵ゴム工業は、昭和23年1月に設立された日本の企業です。この会社は東京都墨田区隅田町4一194電城東(68)5181一3にあります。,"緖方鍍金エ業は、昭和廿六年三月に設立された歴史ある日本の企業です。同社は各種金屬鍍金を提供しています。この会社の資本金は約百萬圓匚一萬株くです。この会社の取引銀行には、三菱、住友各へ各今刁里〇が含まれています。さらに、この会社は東成區中道町四ノ三九	電七五局九三四三にあります。"
